key,name,description,cover_image_url,external_url,retire_count
Columbus,Columbus Redlining Documents,Columbus Redlining Documents from ,https://35.190.142.173/:3000/dcic_docs/Columbus_Box92\Columbus_AD_011.jpg,https://35.190.142.173/:3000,2
